,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
r0714_pos,796.0,0.09173482523806978,0.20965215004814314,0.21595356013356842,r0714,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.211 EC:1.1.1.35,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-3-Hydroxyhexadecanoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-oxopalmitoyl-CoA(4-) [m]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0715_pos,762.0,0.19264082733965937,0.13446338386138307,0.3263955941572917,r0715,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * (S)-3-Hydroxyhexadecanoyl-CoA [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * 3-oxopalmitoyl-CoA(4-) [x]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0716_pos,796.0,0.09173482523806978,0.20965215004814314,0.21595356013356842,r0716,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,"1.00 * Water [m] + 1.00 * trans-Hexadec-2-enoyl-CoA [m] --> 1.00 * (S)-3-Hydroxyhexadecanoyl-CoA [m]
ECHS1; EHHADH; HADHA",ECHS1; EHHADH; HADHA,Unassigned,4.2.1.17,0.0
r0717_pos,762.0,0.19264082733965937,0.13446338386137976,0.3263955941572917,r0717,(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,"1.00 * trans-Hexadec-2-enoyl-CoA [x] + 1.00 * Water [x] --> 1.00 * (S)-3-Hydroxyhexadecanoyl-CoA [x]
ECHS1; EHHADH; HADHA",ECHS1; EHHADH; HADHA,Fatty acid oxidation,4.2.1.17,0.0
r0718_pos,773.0,0.15361352901676406,0.15797168995631913,0.2855944273469568,r0718,(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-3-Hydroxytetradecanoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-Oxotetradecanoyl-CoA [m]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0719_pos,758.0,0.20850473286383864,0.12515116058494133,0.34081501482370824,r0719,(S)-3-Hydroxytetradecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * (S)-3-Hydroxytetradecanoyl-CoA [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * 3-Oxotetradecanoyl-CoA [x]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0720_pos,773.0,0.15361352901676406,0.15797168995631913,0.2855944273469568,r0720,(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,"1.00 * Water [m] + 1.00 * trans-tetradec-2-enoyl-CoA(4-) [m] --> 1.00 * (S)-3-Hydroxytetradecanoyl-CoA [m]
ECHS1; EHHADH; HADHA",ECHS1; EHHADH; HADHA,Fatty acid oxidation,4.2.1.17,0.0
r0721_pos,758.0,0.20850473286383864,0.12515116058494133,0.34081501482370824,r0721,(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,"1.00 * Water [x] + 1.00 * trans-tetradec-2-enoyl-CoA(4-) [x] --> 1.00 * (S)-3-Hydroxytetradecanoyl-CoA [x]
ECHS1; EHHADH; HADHA",ECHS1; EHHADH; HADHA,Fatty acid oxidation,4.2.1.17,0.0
r0722_neg,832.0,0.03640398095157045,0.24675559168956335,0.1332026962589658,r0722,(S)-3-Hydroxydodecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-3-Hydroxydodecanoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-Oxododecanoyl-CoA [m]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0722_pos,753.0,0.2296390691639486,0.13922619948645984,0.3607431050448087,r0722,(S)-3-Hydroxydodecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-3-Hydroxydodecanoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-Oxododecanoyl-CoA [m]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0723_pos,758.0,0.20850473286383864,0.12515116058494136,0.34081501482370824,r0723,(S)-3-Hydroxydodecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.211 EC:1.1.1.35,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * (S)-3-Hydroxydodecanoyl-CoA [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * 3-Oxododecanoyl-CoA [x]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0724_neg,753.0,0.2296390691639486,0.13922619948645965,0.3607431050448087,r0724,Decanoyl-CoA:acetyl-CoA C-acyltransferase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:2.3.1.16,"1.00 * Acetyl-CoA [m] + 1.00 * Decanoyl-CoA (n-C10:0CoA) [m] --> 1.00 * Coenzyme A [m] + 1.00 * 3-Oxododecanoyl-CoA [m]
ACAA1B; ACAA2; HADHB",ACAA1B; ACAA2; HADHB,Fatty acid oxidation,2.3.1.16,0.0
r0724_pos,832.0,0.03640398095157045,0.2467555916895631,0.1332026962589658,r0724,Decanoyl-CoA:acetyl-CoA C-acyltransferase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:2.3.1.16,"1.00 * Acetyl-CoA [m] + 1.00 * Decanoyl-CoA (n-C10:0CoA) [m] --> 1.00 * Coenzyme A [m] + 1.00 * 3-Oxododecanoyl-CoA [m]
ACAA1B; ACAA2; HADHB",ACAA1B; ACAA2; HADHB,Fatty acid oxidation,2.3.1.16,0.0
r0726_neg,901.0,0.004095818845314042,0.17747064053219705,0.03435966130183218,r0726,(S)-Hydroxydecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-Hydroxydecanoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-Oxodecanoyl-CoA [m]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0726_pos,799.0,0.08540412809608425,0.2522710090895047,0.20786442350387732,r0726,(S)-Hydroxydecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.35 EC:1.1.1.211,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-Hydroxydecanoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-Oxodecanoyl-CoA [m]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0727_pos,758.0,0.20850473286383864,0.12515116058494127,0.34081501482370824,r0727,(S)-Hydroxydecanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.211 EC:1.1.1.35,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * (S)-Hydroxydecanoyl-CoA [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * 3-Oxodecanoyl-CoA [x]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0728_neg,799.0,0.08540412809608425,0.25227100908949307,0.20786442350387732,r0728,(S)-Hydroxydecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,"1.00 * (S)-Hydroxydecanoyl-CoA [m] --> 1.00 * Water [m] + 1.00 * trans-Dec-2-enoyl-CoA [m]
ECHS1; EHHADH; HADHA",ECHS1; EHHADH; HADHA,Fatty acid oxidation,4.2.1.17,0.0
r0728_pos,901.0,0.004095818845314042,0.17747064053219705,0.03435966130183218,r0728,(S)-Hydroxydecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,"1.00 * (S)-Hydroxydecanoyl-CoA [m] --> 1.00 * Water [m] + 1.00 * trans-Dec-2-enoyl-CoA [m]
ECHS1; EHHADH; HADHA",ECHS1; EHHADH; HADHA,Fatty acid oxidation,4.2.1.17,0.0
r0729_pos,758.0,0.20850473286383864,0.12515116058494127,0.34081501482370824,r0729,(S)-Hydroxydecanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,"1.00 * Water [x] + 1.00 * trans-dec-2-enoyl-CoA(4-) [x] --> 1.00 * (S)-Hydroxydecanoyl-CoA [x]
ECHS1; EHHADH; HADHA",ECHS1; EHHADH; HADHA,Fatty acid oxidation,4.2.1.17,0.0
r0730_pos,750.0,0.2430286930180392,0.10662339785313696,0.370121768555788,r0730,(S)-Hydroxyoctanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.211,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-Hydroxyoctanoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-Oxooctanoyl-CoA [m]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.211,0.0
r0731_pos,750.0,0.2430286930180392,0.10662339785313696,0.370121768555788,r0731,(S)-Hydroxyoctanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,"1.00 * Water [m] + 1.00 * (2E)-Octenoyl-CoA [m] --> 1.00 * (S)-Hydroxyoctanoyl-CoA [m]
ECHS1; EHHADH; HADHA",ECHS1; EHHADH; HADHA,Fatty acid oxidation,4.2.1.17,0.0
r0732_pos,750.0,0.2430286930180392,0.10662339785313696,0.370121768555788,r0732,Hexanoyl-CoA:acetyl-CoA C-acyltransferase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:2.3.1.16,"1.00 * Coenzyme A [m] + 1.00 * 3-Oxooctanoyl-CoA [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * Hexanoyl-CoA [m]
ACAA1B; ACAA2; HADHB",ACAA1B; ACAA2; HADHB,Fatty acid oxidation,2.3.1.16,0.0
r0733_pos,750.0,0.2430286930180392,0.10662339785312971,0.370121768555788,r0733,(S)-Hydroxyhexanoyl-CoA:NAD+ oxidoreductase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:1.1.1.211 EC:1.1.1.35,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-Hydroxyhexanoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-Oxohexanoyl-CoA [m]
EHHADH; HADH; HADHA",EHHADH; HADH; HADHA,Fatty acid oxidation,1.1.1.35,0.0
r0734_pos,750.0,0.2430286930180392,0.10662339785312971,0.370121768555788,r0734,(S)-Hydroxyhexanoyl-CoA hydro-lyase Fatty acid elongation in mitochondria / Fatty acid metabolism EC:4.2.1.17,"1.00 * Water [m] + 1.00 * (2E)-Hexenoyl-CoA [m] --> 1.00 * (S)-Hydroxyhexanoyl-CoA [m]
ECHS1; EHHADH; HADHA",ECHS1; EHHADH; HADHA,Fatty acid oxidation,4.2.1.17,0.0
r0735_neg,849.0,0.022363228897012387,0.3085885674572127,0.10226990961649822,r0735,trans-Dec-2-enoyl-CoA reductase Fatty acid elongation in mitochondria EC:1.3.1.38,"1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * Decanoyl-CoA (n-C10:0CoA) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * trans-Dec-2-enoyl-CoA [m]
MECR; PECR",MECR; PECR,Fatty acid oxidation,1.3.1.38,0.0
r0735_pos,803.0,0.07751762233119476,0.26855058413366784,0.19521297184368314,r0735,trans-Dec-2-enoyl-CoA reductase Fatty acid elongation in mitochondria EC:1.3.1.38,"1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * Decanoyl-CoA (n-C10:0CoA) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * trans-Dec-2-enoyl-CoA [m]
MECR; PECR",MECR; PECR,Fatty acid oxidation,1.3.1.38,0.0
r0739_neg,774.0,0.15038780172929211,0.13402837285598082,0.28200409879510013,r0739,alcohol dehydrogenase Bile acid biosynthesis EC:1.1.1.1,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5beta-cholestane-3alpha,7alpha,26-triol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 3alpha,7alpha-dihydroxy-5beta-cholestan-26-al [c]
ADH1; ADH4; ADH5; ADH6A; ADH7",ADH1; ADH4; ADH5; ADH6A; ADH7,Bile acid synthesis,1.1.1.1,0.0
r0739_pos,771.0,0.16022242002132958,0.14167883193086223,0.2940335621565259,r0739,alcohol dehydrogenase Bile acid biosynthesis EC:1.1.1.1,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5beta-cholestane-3alpha,7alpha,26-triol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 3alpha,7alpha-dihydroxy-5beta-cholestan-26-al [c]
ADH1; ADH4; ADH5; ADH6A; ADH7",ADH1; ADH4; ADH5; ADH6A; ADH7,Bile acid synthesis,1.1.1.1,0.0
r0741_pos,803.0,0.07751762233119476,0.14557223264230088,0.19521297184368314,r0741,"5beta-Cholestane-3alpha,7alpha,12alpha-triol,NADPH:oxygen oxidoreductase (26-hydroxylating) Bile acid biosynthesis EC:1.14.13.15","1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha-triol [c] --> 1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol [c]
CYP27A1",CYP27A1,Bile acid synthesis,1.14.13.15,0.0
r0743_pos,812.0,0.06193063821391844,0.16036137191791444,0.17542987461116472,r0743,hydroxysteroid (17-beta) dehydrogenase 4  Bile acid biosynthesis EC:1.1.1.35,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * 3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * 3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA(4-) [x]
HSD17B4",HSD17B4,Bile acid synthesis,1.1.1.35,0.0
r0744_pos,812.0,0.06193063821391844,0.16036137191791444,0.17542987461116472,r0744,"(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl- CoA hydro-lyase Bile acid biosynthesis EC:4.2.1.107","1.00 * Water [x] + 1.00 * 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA [x] --> 1.00 * 3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA [x]
HSD17B4",HSD17B4,Bile acid synthesis,4.2.1.107,0.0
r0747_neg,636.0,0.9146642332191346,-0.025513957066299234,0.9399796766924114,r0747,"3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific); 3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase Bile acid biosynthesis EC:1.1.1.50","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5beta-cholestane-3alpha,7alpha-diol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7alpha-hydroxy-5beta-cholestan-3-one [c]
AKR1C6",AKR1C6,Bile acid synthesis,1.1.1.50,0.0
r0747_pos,597.0,0.5843334327230154,-0.2806102988370162,0.6675907312665919,r0747,"3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific); 3alpha,7alpha-Dihydroxy-5beta-cholestane:NADP+ oxidoreductase Bile acid biosynthesis EC:1.1.1.50","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5beta-cholestane-3alpha,7alpha-diol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7alpha-hydroxy-5beta-cholestan-3-one [c]
AKR1C6",AKR1C6,Bile acid synthesis,1.1.1.50,0.0
r0750_neg,808.0,0.06850459077474333,0.16622380550986565,0.18407791970104753,r0750,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific); 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase Bile acid biosynthesis EC:1.1.1.50","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha-triol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7alpha,12alpha-dihydroxy-5beta-cholestan-3-one [c]
AKR1C6",AKR1C6,Bile acid synthesis,1.1.1.50,0.0
r0750_pos,597.0,0.5843334327230154,-0.2806102988370162,0.6675907312665919,r0750,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific); 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase Bile acid biosynthesis EC:1.1.1.50","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha-triol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7alpha,12alpha-dihydroxy-5beta-cholestan-3-one [c]
AKR1C6",AKR1C6,Bile acid synthesis,1.1.1.50,0.0
r0752_neg,758.0,0.20850473286383864,0.1464475447381502,0.34081501482370824,r0752,"3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.5","1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 3,4-Dihydroxymandelaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3,4-Dihydroxymandelate [m]
ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3",ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3,Unassigned,1.2.1.5,0.0
r0753_pos,758.0,0.20850473286383864,0.1464475447381502,0.34081501482370824,r0753,"3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase Tyrosine metabolism EC:1.2.1.5","1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3,4-Dihydroxymandelaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 3,4-Dihydroxymandelate [m]
ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3",ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3,Unassigned,1.2.1.5,0.0
r0754_neg,758.0,0.20850473286383864,0.1464475447381502,0.34081501482370824,r0754,3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.5,"1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (4-hydroxy-3-methoxyphenyl)acetaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Homovanillate [m]
ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3",ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3,Unassigned,1.2.1.5,0.0
r0755_pos,758.0,0.20850473286383864,0.1464475447381502,0.34081501482370824,r0755,3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase Tyrosine metabolism EC:1.2.1.5,"1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * (4-hydroxy-3-methoxyphenyl)acetaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * Homovanillate [m]
ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3",ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3,Unassigned,1.2.1.5,0.0
r0756_neg,758.0,0.20850473286383864,0.1464475447381502,0.34081501482370824,r0756,3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.5,"1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 3-Methoxy-4-hydroxyphenylglycolaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-Methoxy-4-hydroxymandelate [m]
ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3",ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3,Unassigned,1.2.1.5,0.0
r0757_pos,758.0,0.20850473286383864,0.1464475447381502,0.34081501482370824,r0757,3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase Tyrosine metabolism EC:1.2.1.5,"1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3-Methoxy-4-hydroxyphenylglycolaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 3-Methoxy-4-hydroxymandelate [m]
ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3",ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3,Unassigned,1.2.1.5,0.0
r0758_neg,783.0,0.12363827132914834,-0.1423465654855065,0.2516275624839565,r0758,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase Tryptophan metabolism EC:1.2.1.3,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * (5-hydroxyindol-3-yl)acetaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 5-Hydroxyindoleacetate [c]
ALDH1B1; ALDH2; ALDH3A2; ALDH7A1; ALDH9A1",ALDH1B1; ALDH2; ALDH3A2; ALDH7A1; ALDH9A1,Tryptophan metabolism,1.2.1.3,0.0
r0774_neg,640.0,0.9505322478938463,-0.18905468214485183,0.9656036437099775,r0774,Uroporphyrinogen I carboxy-lyase Porphyrin and chlorophyll metabolism EC:4.1.1.37,"4.00 * proton [e] + 1.00 * UroporphyrinogenI [e] --> 4.00 * carbon dioxide [e] + 1.00 * CoproporphyrinogenI [e]
UROD",UROD,Unassigned,4.1.1.37,0.0
r0774_pos,640.0,0.9505322478938463,-0.18905468214485183,0.9656036437099775,r0774,Uroporphyrinogen I carboxy-lyase Porphyrin and chlorophyll metabolism EC:4.1.1.37,"4.00 * proton [e] + 1.00 * UroporphyrinogenI [e] --> 4.00 * carbon dioxide [e] + 1.00 * CoproporphyrinogenI [e]
UROD",UROD,Unassigned,4.1.1.37,0.0
r0779_pos,814.0,0.05884475392945853,0.3454357724575016,0.17542987461116472,r0779,3-Hydroxy-2-methylpropanoyl-CoA hydrolase EC:3.1.2.4,"1.00 * Water [m] + 1.00 * 3-hydroxy-2-methylpropanoyl-CoA(4-) [m] --> 1.00 * proton [m] + 1.00 * Coenzyme A [m] + 1.00 * 3-hydroxy-2-methylpropanoate [m]
HIBCH",HIBCH,Unassigned,3.1.2.4,0.0
r0780_neg,806.0,0.07200068852019151,0.2662610055545116,0.18671607122200456,r0780,"4,4-dimethyl-5a-cholesta-8,24-dien-3b-ol:NADP+ D14-oxidoreductase Biosynthesis of steroids EC:1.3.1.70","1.00 * 14-demethyllanosterol [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] --> 1.00 * proton [r] + 1.00 * 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r]
TM7SF2",TM7SF2,Cholesterol metabolism,1.3.1.70,0.0
r0780_pos,565.0,0.36385399313194877,-0.34890785603629304,0.48203662278714665,r0780,"4,4-dimethyl-5a-cholesta-8,24-dien-3b-ol:NADP+ D14-oxidoreductase Biosynthesis of steroids EC:1.3.1.70","1.00 * 14-demethyllanosterol [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] --> 1.00 * proton [r] + 1.00 * 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r]
TM7SF2",TM7SF2,Cholesterol metabolism,1.3.1.70,0.0
r0781_pos,806.0,0.07200068852019151,0.2662610055545118,0.18671607122200456,r0781,"Lanosterol,NADPH:oxygen oxidoreductase (14-methyl cleaving) Biosynthesis of steroids EC:1.14.13.70","3.00 * O2 [r] + 2.00 * proton [r] + 3.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * lanosterol [r] --> 4.00 * Water [r] + 1.00 * 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol [r] + 3.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * Formate [r]
CYP51",CYP51,Cholesterol metabolism,1.14.13.70,0.0
